row_idx,subject_id,sentence_index,task_name,source_file,target_string,seq_len
2179,YHS,170,task2-NR-2.0,resultsYHS_NR.mat,"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",14
2180,YHS,171,task2-NR-2.0,resultsYHS_NR.mat,"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",12
2181,YHS,172,task2-NR-2.0,resultsYHS_NR.mat,"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",15
2182,YHS,173,task2-NR-2.0,resultsYHS_NR.mat,"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669.",14
2183,YHS,174,task2-NR-2.0,resultsYHS_NR.mat,"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",14
2184,YHS,175,task2-NR-2.0,resultsYHS_NR.mat,"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",10
2185,YHS,176,task2-NR-2.0,resultsYHS_NR.mat,She died in Lisbon in 1705.,4
2186,YHS,177,task2-NR-2.0,resultsYHS_NR.mat,Laurance married Mary French in 1934.,5
2187,YHS,179,task2-NR-2.0,resultsYHS_NR.mat,"Catherine introduced, and made fashionable, the custom of drinking tea in England.",6
2188,YHS,180,task2-NR-2.0,resultsYHS_NR.mat,"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",13
2189,YHS,181,task2-NR-2.0,resultsYHS_NR.mat,"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",12
2190,YHS,182,task2-NR-2.0,resultsYHS_NR.mat,"Hamer erroneously nominated him as Ulysses Simpson Grant, and although Grant protested the change, it was difficult to resist the bureaucracy.",15
2191,YHS,183,task2-NR-2.0,resultsYHS_NR.mat,"Upon graduation, Grant adopted the form of his new name with middle initial only, never acknowledging that the 'S' stood for Simpson.",11
2192,YHS,184,task2-NR-2.0,resultsYHS_NR.mat,"He graduated from West Point in 1843, ranking 21st in a class of 39.",7
2193,YHS,185,task2-NR-2.0,resultsYHS_NR.mat,"At the academy, he established a reputation as a fearless and expert horseman.",7
2194,YHS,186,task2-NR-2.0,resultsYHS_NR.mat,"Grant drank distilled liquor and, during the American Civil War, began smoking huge numbers of cigars (one story had it that he smoked over 10,000 in five years) which may well have contributed to his throat cancer of later life.",19
2195,YHS,187,task2-NR-2.0,resultsYHS_NR.mat,"His father, a tanner, and his mother were born in Pennsylvania.",6
2196,YHS,188,task2-NR-2.0,resultsYHS_NR.mat,Kennedy was a member of the prominent Kennedy political family.,4
2197,YHS,189,task2-NR-2.0,resultsYHS_NR.mat,"Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.",11
2198,YHS,190,task2-NR-2.0,resultsYHS_NR.mat,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",13
2199,YHS,191,task2-NR-2.0,resultsYHS_NR.mat,"He was honorably discharged in early 1945, just a few months before the Japanese surrendered.",9
2200,YHS,192,task2-NR-2.0,resultsYHS_NR.mat,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",13
2201,YHS,193,task2-NR-2.0,resultsYHS_NR.mat,"However, the U.S. Navy accepted him in September of that year.",6
2202,YHS,194,task2-NR-2.0,resultsYHS_NR.mat,"By the 1964 election, Reagan was an outspoken supporter of conservative Republican Barry Goldwater.",9
2203,YHS,195,task2-NR-2.0,resultsYHS_NR.mat,"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""",11
2204,YHS,196,task2-NR-2.0,resultsYHS_NR.mat,"His paternal great-grandfather, Michael Reagan, immigrated to the United States from Ballyporeen, County Tipperary, Ireland in the 1860s.",12
2205,YHS,197,task2-NR-2.0,resultsYHS_NR.mat,"Prior to his immigration, the family name was spelled Regan.",5
2206,YHS,198,task2-NR-2.0,resultsYHS_NR.mat,"His maternal great-grandfather, John Wilson, immigrated to the United States from Paisley, Scotland in the early 1800s.",12
2207,YHS,199,task2-NR-2.0,resultsYHS_NR.mat,"His presidency was marked by new economic policies, dubbed Reaganomics and a confrontational foreign policy towards the Soviet Union and Socialist movements around the world.",8
2208,YHS,200,task2-NR-2.0,resultsYHS_NR.mat,"Reagan tried repeatedly to go overseas for combat duty, but was turned down because of his astigmatism.",9
2209,YHS,201,task2-NR-2.0,resultsYHS_NR.mat,"Reagan was reelected in a landslide in the 1984 presidential election, defeating Carter's Vice President Walter Mondale by winning 49 of 50 states and receiving nearly 60 percent of the popular vote.",17
2210,YHS,202,task2-NR-2.0,resultsYHS_NR.mat,Reagan developed an early gift for storytelling and acting.,5
2211,YHS,203,task2-NR-2.0,resultsYHS_NR.mat,"He was a radio announcer as an affiliate of the Chicago Cubs baseball games, getting only the bare outlines of the game from a ticker and relying on his imagination and storytelling gifts to flesh out the game.",15
2212,YHS,204,task2-NR-2.0,resultsYHS_NR.mat,"Once in 1934, during the ninth inning of a Cubs-St. Louis Cardinals game, the wire went dead.",9
2213,YHS,205,task2-NR-2.0,resultsYHS_NR.mat,Reagan smoothly improvised a fictional play-by-play (in which hitters on both teams fouled off pitches) until the wire was restored.,10
2214,YHS,206,task2-NR-2.0,resultsYHS_NR.mat,"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.",18
2215,YHS,207,task2-NR-2.0,resultsYHS_NR.mat,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",10
2216,YHS,208,task2-NR-2.0,resultsYHS_NR.mat,"Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later.",7
2217,YHS,209,task2-NR-2.0,resultsYHS_NR.mat,He was named a first team All-American in his junior and senior seasons.,7
2218,YHS,210,task2-NR-2.0,resultsYHS_NR.mat,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",8
2219,YHS,211,task2-NR-2.0,resultsYHS_NR.mat,"Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists.",11
2220,YHS,212,task2-NR-2.0,resultsYHS_NR.mat,"He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders.",15
2221,YHS,213,task2-NR-2.0,resultsYHS_NR.mat,"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.",10
2222,YHS,214,task2-NR-2.0,resultsYHS_NR.mat,"Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. Thompson, Ken Kesey, and Bob Dylan.",13
2223,YHS,215,task2-NR-2.0,resultsYHS_NR.mat,"He started writing his first novel, called The Town and the City.",4
2224,YHS,216,task2-NR-2.0,resultsYHS_NR.mat,It was published in 1950 and earned him some respect as a writer.,6
2225,YHS,217,task2-NR-2.0,resultsYHS_NR.mat,"His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada.",11
2226,YHS,218,task2-NR-2.0,resultsYHS_NR.mat,"Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment.",11
2227,YHS,219,task2-NR-2.0,resultsYHS_NR.mat,Jack didn't start to learn English until the age of six.,7
2228,YHS,220,task2-NR-2.0,resultsYHS_NR.mat,"At home, he and his family spoke Quebec French.",6
2229,YHS,221,task2-NR-2.0,resultsYHS_NR.mat,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",11
2230,YHS,222,task2-NR-2.0,resultsYHS_NR.mat,"At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard.",12
2231,YHS,223,task2-NR-2.0,resultsYHS_NR.mat,He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,6
2232,YHS,224,task2-NR-2.0,resultsYHS_NR.mat,"Besides his film roles, he appeared on the television screen often later is his career.",10
2233,YHS,225,task2-NR-2.0,resultsYHS_NR.mat,"For his contribution to the television industry, J. Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd.",17
2234,YHS,226,task2-NR-2.0,resultsYHS_NR.mat,"While Franklin was finding himself in London, Deborah married a man named John Rodgers.",8
2235,YHS,227,task2-NR-2.0,resultsYHS_NR.mat,This proved to be an regrettable decision.,3
2236,YHS,228,task2-NR-2.0,resultsYHS_NR.mat,"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.",11
2237,YHS,229,task2-NR-2.0,resultsYHS_NR.mat,When he first arrived he worked in several printer shops around town.,5
2238,YHS,230,task2-NR-2.0,resultsYHS_NR.mat,"However, he was not satisfied by the immediate prospects.",5
2239,YHS,231,task2-NR-2.0,resultsYHS_NR.mat,His wife is Barbara Bush.,4
2240,YHS,232,task2-NR-2.0,resultsYHS_NR.mat,"Two weeks later she married Michael Jackson on May 18, 1994.",5
2241,YHS,233,task2-NR-2.0,resultsYHS_NR.mat,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",13
2242,YHS,234,task2-NR-2.0,resultsYHS_NR.mat,"Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business.",16
2243,YHS,235,task2-NR-2.0,resultsYHS_NR.mat,The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.,9
2244,YHS,236,task2-NR-2.0,resultsYHS_NR.mat,"His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant.",14
2245,YHS,237,task2-NR-2.0,resultsYHS_NR.mat,"Sometime during the second half of 1683, the Franklins left England for Boston, Massachusetts; and while in Boston, they had several more children, including: Josiah Jr. (August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth).",25
2246,YHS,238,task2-NR-2.0,resultsYHS_NR.mat,"While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read.",15
2247,YHS,239,task2-NR-2.0,resultsYHS_NR.mat,"His father, Josiah Franklin, was a tallow chandler, a maker of candles, who married twice.",12
2248,YHS,240,task2-NR-2.0,resultsYHS_NR.mat,"His schooling ended at ten and at 12 he became an apprentice to his brother James, a printer who published the New England Courant.",12
2249,YHS,241,task2-NR-2.0,resultsYHS_NR.mat,While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow.,10
2250,YHS,242,task2-NR-2.0,resultsYHS_NR.mat,His brother and the Courant's readers did not initially know the real author.,6
2251,YHS,243,task2-NR-2.0,resultsYHS_NR.mat,His brother was not impressed when he discovered his popular correspondent was his younger brother.,6
2252,YHS,244,task2-NR-2.0,resultsYHS_NR.mat,He left his apprenticeship without permission and in so doing became a fugitive.,8
2253,YHS,245,task2-NR-2.0,resultsYHS_NR.mat,"He entered the U.S. Army as a private in 1941, was commissioned, and served in the Pacific theater.",9
2254,YHS,246,task2-NR-2.0,resultsYHS_NR.mat,At the end of the war he was a captain on General Douglas MacArthur's intelligence staff.,8
2255,YHS,247,task2-NR-2.0,resultsYHS_NR.mat,"Early in life, he developed an interest in politics and history, and, during the war years, a special admiration for Winston Churchill, whom he would later cite as an important influence.",14
2256,YHS,248,task2-NR-2.0,resultsYHS_NR.mat,"After he left the Pentagon, he became publisher and chairman of Forbes magazine, where over the next decade he wrote frequently on defense and national security issues.",12
2257,YHS,249,task2-NR-2.0,resultsYHS_NR.mat,"In 1990, he wrote Fighting for Peace, an account of his Pentagon years; in 1996, Weinberger co-authored a book entitled The Next War, which raised questions about the adequacy of U.S. military capabilities following the end of the Cold War.",15
2258,YHS,250,task2-NR-2.0,resultsYHS_NR.mat,"After he published his book, his colleages from the Reagan administration broke contact and refused to speak with him.",8
2259,YHS,251,task2-NR-2.0,resultsYHS_NR.mat,"She died in Poughkeepsie, New York of heart failure, which was chiefly due to her diabetes.",10
2260,YHS,252,task2-NR-2.0,resultsYHS_NR.mat,"Mildred was the sister of Al Rinker, who also sang with Paul Whiteman.",7
2261,YHS,253,task2-NR-2.0,resultsYHS_NR.mat,"He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).",9
2262,YHS,254,task2-NR-2.0,resultsYHS_NR.mat,"Erdoğan played semi-professional football for 16 years and worked for Istanbul's municipal transport company, and became active in politics with the now-defunct Islamist National Salvation Party (Milli Selâmet Partisi), led by Necmettin Erbakan.",19
2263,YHS,255,task2-NR-2.0,resultsYHS_NR.mat,"Soon after he was born, he moved to New York with his father, where he began acting and playing music.",9
2264,YHS,256,task2-NR-2.0,resultsYHS_NR.mat,"He soon recorded Desireless, and it became a hit across Scandinavia and the rest of Europe, and an American release came in 1998.",10
2265,YHS,257,task2-NR-2.0,resultsYHS_NR.mat,"In 1912, his interests developed into using his mathematical skills assisting Henry Moseley on X-ray diffraction.",10
2266,YHS,258,task2-NR-2.0,resultsYHS_NR.mat,He is currently the 46th Vice President of the United States under President George W. Bush.,9
2267,YHS,259,task2-NR-2.0,resultsYHS_NR.mat,"Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history.",11
2268,YHS,260,task2-NR-2.0,resultsYHS_NR.mat,"He was campaign manager for Ford's 1976 presidential campaign, while James Baker served as campaign chairman.",7
2269,YHS,261,task2-NR-2.0,resultsYHS_NR.mat,"However, a police arrest card similar to the one that haunted President George W. Bush and maintained by the Rock Springs Police Department shows that Cheney was fined $100 for his second DWI conviction.",16
2270,YHS,262,task2-NR-2.0,resultsYHS_NR.mat,"At the time, it was not possible for the authorities in each area to link the two convictions which would have resulted in the second offence being viewed much more seriously.",11
2271,YHS,263,task2-NR-2.0,resultsYHS_NR.mat,"Since his second Wyoming arrest, Cheney has had no further convictions.",5
2272,YHS,264,task2-NR-2.0,resultsYHS_NR.mat,"One of his first known ancestors was Ralph de Chesney, Sire of Quesnay who fought on the side of William the Conqueror in the Battle of Hastings in 1066.",15
2273,YHS,265,task2-NR-2.0,resultsYHS_NR.mat,"Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.",15
2274,YHS,266,task2-NR-2.0,resultsYHS_NR.mat,"George W. Bush in March or April, 2005, to be General Counsel of the Department of Homeland Security.",9
2275,YHS,267,task2-NR-2.0,resultsYHS_NR.mat,The Perrys have four children.,4
2276,YHS,268,task2-NR-2.0,resultsYHS_NR.mat,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",9
2277,YHS,269,task2-NR-2.0,resultsYHS_NR.mat,"He served in the United States Army in World War II, then got a law degree from Tulane University.",9
2278,YHS,270,task2-NR-2.0,resultsYHS_NR.mat,She currently works for the State Department's Near East Affairs Bureau.,7
2279,YHS,271,task2-NR-2.0,resultsYHS_NR.mat,"Mary is one of her father's top campaign aides and closest confidantes and lives in Denver, Colorado.",8
2280,YHS,272,task2-NR-2.0,resultsYHS_NR.mat,"He decided after three semesters to take some time off from Yale, on account of difficulty with his studies.",10
2281,YHS,273,task2-NR-2.0,resultsYHS_NR.mat,She has authored or co-authored eight books and numerous articles.,5
2282,YHS,274,task2-NR-2.0,resultsYHS_NR.mat,"She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.",11
2283,YHS,275,task2-NR-2.0,resultsYHS_NR.mat,She was at one time a co-host on CNN's Crossfire.,5
2284,YHS,276,task2-NR-2.0,resultsYHS_NR.mat,After studying at the Louisiana State University he joined the Monroe Police Department.,7
2285,YHS,277,task2-NR-2.0,resultsYHS_NR.mat,"She is now a public speaker and author, and a senior fellow at the American Enterprise Institute.",7
2286,YHS,278,task2-NR-2.0,resultsYHS_NR.mat,He received his bachelor's degree in 1965 and master's degree in political science in 1966 both from the University of Wyoming.,11
2287,YHS,279,task2-NR-2.0,resultsYHS_NR.mat,"Cheney's former chief of staff, Lewis Libby, is one of the main figures under investigation.",8
2288,YHS,280,task2-NR-2.0,resultsYHS_NR.mat,"On October 28, Libby was indicted on five felony counts.",6
2289,YHS,281,task2-NR-2.0,resultsYHS_NR.mat,He was United States Secretary of Defense from 1987 until 1989.,6
2290,YHS,282,task2-NR-2.0,resultsYHS_NR.mat,"He was undersecretary of Health, Education and Welfare when Weinberger was secretary during the Nixon administration.",8
2291,YHS,283,task2-NR-2.0,resultsYHS_NR.mat,"Carlucci was deputy defense secretary from 1981 until 1986, national security advisor from 1986 until 1987, and defense secretary in 1987, following the resignation of Weinberger, his nomination by President Ronald Reagan and his confirmation in the Senate by a vote of 91 to 1.",20
2292,YHS,284,task2-NR-2.0,resultsYHS_NR.mat,He was reportedly less hard-line in policies toward the Soviet Union than Weinberger.,8
2293,YHS,285,task2-NR-2.0,resultsYHS_NR.mat,He was a naval officer from 1952-54.,4
2294,YHS,286,task2-NR-2.0,resultsYHS_NR.mat,"During his time, he also befriended another actor named Grant Heslov, a close friend and frequent collaborator with Clooney who co-wrote Good Night, and Good Luck., and is the president of Clooney and director Steven Soderbergh's production company Section 8 Entertainment.",19
2295,YHS,287,task2-NR-2.0,resultsYHS_NR.mat,"After the show was cancelled, he played a handyman on the series The Facts of Life.",8
2296,YHS,288,task2-NR-2.0,resultsYHS_NR.mat,"He made his debut as a film director in the 2002 feature Confessions of a Dangerous Mind, an adaptation of the implausible autobiography of groundbreaking TV producer Chuck Barris.",13
2297,YHS,289,task2-NR-2.0,resultsYHS_NR.mat,Lawford later admitted the most terrifying experience of his career was the first musical number he performed.,7
2298,YHS,290,task2-NR-2.0,resultsYHS_NR.mat,Lawford also made his first comedy that same year My Brother Talks To Horses (1947).,3
2299,YHS,291,task2-NR-2.0,resultsYHS_NR.mat,It was in Good News (1947) that Lawford won his greatest acclaim as an actor.,8
2300,YHS,292,task2-NR-2.0,resultsYHS_NR.mat,He also got to dance and sing as well and held his own against the other cast.,8
2301,YHS,293,task2-NR-2.0,resultsYHS_NR.mat,He was the victim of sexual abuse several times in childhood.,6
2302,YHS,294,task2-NR-2.0,resultsYHS_NR.mat,Also as a child he severely injured his arm when he put the arm through a door's glass pane.,11
2303,YHS,295,task2-NR-2.0,resultsYHS_NR.mat,"Doctors were able to save the arm, but the injury bothered him for many years.",7
2304,YHS,296,task2-NR-2.0,resultsYHS_NR.mat,The arm injury kept him from being drafted into the armed forces for the Second World War.,7
2305,YHS,297,task2-NR-2.0,resultsYHS_NR.mat,Lawford's first major movie role was A Yank At Eton (1942).,5
2306,YHS,298,task2-NR-2.0,resultsYHS_NR.mat,He played a snobby bully opposite Mickey Rooney.,4
2307,YHS,299,task2-NR-2.0,resultsYHS_NR.mat,The picture was a smash hit and Lawford's performance was widely praised.,5
2308,YHS,300,task2-NR-2.0,resultsYHS_NR.mat,"Page recorded several live comedy albums for the Laff Records label in the late 1960's and early 1970's; One release, Watch It Sucker!, was titled after Aunt Esther's catchphrase to cash in on her newfound TV fame.",18
2309,YHS,302,task2-NR-2.0,resultsYHS_NR.mat,He played college football for Alabama and was a teammate of legendary coach Bear Bryant.,9
2310,YHS,303,task2-NR-2.0,resultsYHS_NR.mat,"After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939.",7
2311,YHS,304,task2-NR-2.0,resultsYHS_NR.mat,"He was inducted into the College Football Hall of Fame, the South Carolina Sports Hall of Fame, and the Clemson Ring of Honor.",9
2312,YHS,305,task2-NR-2.0,resultsYHS_NR.mat,"Howard was born at Barlow Bend, Alabama (""three wagon greasin's from Mobile"").",6
2313,YHS,308,task2-NR-2.0,resultsYHS_NR.mat,He was the youngest president ever elected and the only Roman Catholic president.,7
2314,YHS,309,task2-NR-2.0,resultsYHS_NR.mat,"Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. Senate.",22
2315,YHS,310,task2-NR-2.0,resultsYHS_NR.mat,"Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president.",11
2316,YHS,311,task2-NR-2.0,resultsYHS_NR.mat,"Kennedy married his second wife Jacqueline Bouvier on September 12, 1953.",6
2317,YHS,312,task2-NR-2.0,resultsYHS_NR.mat,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",12
2318,YHS,313,task2-NR-2.0,resultsYHS_NR.mat,The book was awarded the 1957 Pulitzer Prize for Biography.,5
2319,YHS,314,task2-NR-2.0,resultsYHS_NR.mat,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",10
2320,YHS,315,task2-NR-2.0,resultsYHS_NR.mat,"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.",18
2321,YHS,316,task2-NR-2.0,resultsYHS_NR.mat,"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).",18
2322,YHS,317,task2-NR-2.0,resultsYHS_NR.mat,"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.",15
2323,YHS,318,task2-NR-2.0,resultsYHS_NR.mat,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",9
2324,YHS,319,task2-NR-2.0,resultsYHS_NR.mat,"In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.",12
2325,YHS,320,task2-NR-2.0,resultsYHS_NR.mat,"However, the U.S. Navy accepted him in September of that year.",5
2326,YHS,321,task2-NR-2.0,resultsYHS_NR.mat,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",10
2327,YHS,323,task2-NR-2.0,resultsYHS_NR.mat,"He was born in Overisel, Michigan.",3
2328,YHS,324,task2-NR-2.0,resultsYHS_NR.mat,In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,9
2329,YHS,325,task2-NR-2.0,resultsYHS_NR.mat,The mathematician Garrett Birkhoff (1911-1996) was his son.,5
2330,YHS,327,task2-NR-2.0,resultsYHS_NR.mat,"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.",13
2331,YHS,328,task2-NR-2.0,resultsYHS_NR.mat,"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",13
2332,YHS,329,task2-NR-2.0,resultsYHS_NR.mat,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",7
2333,YHS,330,task2-NR-2.0,resultsYHS_NR.mat,"He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.",16
2334,YHS,331,task2-NR-2.0,resultsYHS_NR.mat,"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",12
2335,YHS,332,task2-NR-2.0,resultsYHS_NR.mat,"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.",8
2336,YHS,333,task2-NR-2.0,resultsYHS_NR.mat,"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.",9
2337,YHS,334,task2-NR-2.0,resultsYHS_NR.mat,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",12
2338,YHS,335,task2-NR-2.0,resultsYHS_NR.mat,"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",9
2339,YHS,336,task2-NR-2.0,resultsYHS_NR.mat,"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",14
2340,YHS,337,task2-NR-2.0,resultsYHS_NR.mat,"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.",11
2341,YHS,338,task2-NR-2.0,resultsYHS_NR.mat,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",9
2342,YHS,339,task2-NR-2.0,resultsYHS_NR.mat,"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.",9
2343,YHS,340,task2-NR-2.0,resultsYHS_NR.mat,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",20
2344,YHS,341,task2-NR-2.0,resultsYHS_NR.mat,He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,7
2345,YHS,342,task2-NR-2.0,resultsYHS_NR.mat,"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",11
2346,YHS,343,task2-NR-2.0,resultsYHS_NR.mat,"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.",9
2347,YHS,344,task2-NR-2.0,resultsYHS_NR.mat,"When Bush was six years old, the family moved to Houston, Texas.",5
2348,YHS,345,task2-NR-2.0,resultsYHS_NR.mat,"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.",14
2349,YHS,346,task2-NR-2.0,resultsYHS_NR.mat,"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",6
2350,YHS,347,task2-NR-2.0,resultsYHS_NR.mat,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",9
2351,YHS,348,task2-NR-2.0,resultsYHS_NR.mat,"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.",8
2352,YIS,0,task2-NR-2.0,resultsYIS_NR.mat,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",18
2353,YIS,1,task2-NR-2.0,resultsYIS_NR.mat,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",15
2354,YIS,2,task2-NR-2.0,resultsYIS_NR.mat,"With his interest in race cars, he formed a second company, the Henry Ford Company.",11
2355,YIS,3,task2-NR-2.0,resultsYIS_NR.mat,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",22
2356,YIS,4,task2-NR-2.0,resultsYIS_NR.mat,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",17
2357,YIS,5,task2-NR-2.0,resultsYIS_NR.mat,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",24
2358,YIS,6,task2-NR-2.0,resultsYIS_NR.mat,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",19
2359,YIS,7,task2-NR-2.0,resultsYIS_NR.mat,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",25
2360,YIS,8,task2-NR-2.0,resultsYIS_NR.mat,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",10
2361,YIS,9,task2-NR-2.0,resultsYIS_NR.mat,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,19
