row_idx,subject_id,sentence_index,task_name,source_file,target_string,seq_len
2785,ZKB,222,task1-SR,resultsZKB_SR.mat,The movie is virtually without context -- journalistic or historical.,10
2786,ZKB,223,task1-SR,resultsZKB_SR.mat,"After sitting through this sloppy, made-for-movie comedy special, it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work.",26
2787,ZKB,224,task1-SR,resultsZKB_SR.mat,Genuinely touching because it's realistic about all kinds of love.,10
2788,ZKB,225,task1-SR,resultsZKB_SR.mat,"For all the complications, it's all surprisingly predictable.",8
2789,ZKB,226,task1-SR,resultsZKB_SR.mat,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",26
2790,ZKB,227,task1-SR,resultsZKB_SR.mat,It will guarantee to have you leaving the theater with a smile on your face.,15
2791,ZKB,228,task1-SR,resultsZKB_SR.mat,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",15
2792,ZKB,229,task1-SR,resultsZKB_SR.mat,"A thoroughly awful movie -- dumb, narratively chaotic, visually sloppy... a weird amalgam of `The Thing' and a geriatric `Scream.'",20
2793,ZKB,230,task1-SR,resultsZKB_SR.mat,"One of those staggeringly well-produced, joylessly extravagant pictures that keep whooshing you from one visual marvel to the next, hastily, emptily.",21
2794,ZKB,231,task1-SR,resultsZKB_SR.mat,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",24
2795,ZKB,232,task1-SR,resultsZKB_SR.mat,"The movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",24
2796,ZKB,233,task1-SR,resultsZKB_SR.mat,"In a strange way, Egoyan has done too much.",9
2797,ZKB,234,task1-SR,resultsZKB_SR.mat,"After seeing the film, I can tell you that there's no other reason why anyone should bother remembering it.",19
2798,ZKB,235,task1-SR,resultsZKB_SR.mat,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,24
2799,ZKB,236,task1-SR,resultsZKB_SR.mat,"In some ways, Lagaan is quintessential Bollywood.",7
2800,ZKB,237,task1-SR,resultsZKB_SR.mat,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",20
2801,ZKB,238,task1-SR,resultsZKB_SR.mat,"It would be disingenuous to call Reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",27
2802,ZKB,239,task1-SR,resultsZKB_SR.mat,"Some movies can get by without being funny simply by structuring the scenes as if they were jokes: a setup, delivery and payoff.",23
2803,ZKB,240,task1-SR,resultsZKB_SR.mat,Narc can only remind us of brilliant crime dramas without becoming one itself.,13
2804,ZKB,241,task1-SR,resultsZKB_SR.mat,Narc is a no-bull throwback to 1970s action films.,9
2805,ZKB,242,task1-SR,resultsZKB_SR.mat,Intriguing and downright intoxicating.,4
2806,ZKB,243,task1-SR,resultsZKB_SR.mat,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic.",35
2807,ZKB,244,task1-SR,resultsZKB_SR.mat,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,25
2808,ZKB,245,task1-SR,resultsZKB_SR.mat,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",43
2809,ZKB,246,task1-SR,resultsZKB_SR.mat,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,20
2810,ZKB,247,task1-SR,resultsZKB_SR.mat,"At its worst, it implodes in a series of very bad special effects.",13
2811,ZKB,248,task1-SR,resultsZKB_SR.mat,Bad and baffling from the get-go.,6
2812,ZKB,249,task1-SR,resultsZKB_SR.mat,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",21
2813,ZKB,250,task1-SR,resultsZKB_SR.mat,The original wasn't a good movie but this remake makes it look like a masterpiece!,15
2814,ZKB,251,task1-SR,resultsZKB_SR.mat,"To my taste, the film's comic characters come perilously close to being Amoses and Andys for a new generation.",19
2815,ZKB,252,task1-SR,resultsZKB_SR.mat,"Although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",29
2816,ZKB,253,task1-SR,resultsZKB_SR.mat,"The real charm of this trifle is the deadpan comic face of its star, Jean Reno, who resembles Sly Stallone in a hot sake half-sleep.",25
2817,ZKB,254,task1-SR,resultsZKB_SR.mat,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",25
2818,ZKB,255,task1-SR,resultsZKB_SR.mat,"This method almost never fails him, and it works superbly here.",11
2819,ZKB,256,task1-SR,resultsZKB_SR.mat,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,26
2820,ZKB,257,task1-SR,resultsZKB_SR.mat,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,19
2821,ZKB,258,task1-SR,resultsZKB_SR.mat,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",18
2822,ZKB,259,task1-SR,resultsZKB_SR.mat,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,18
2823,ZKB,260,task1-SR,resultsZKB_SR.mat,"LaBute can't avoid a fatal mistake in the modern era: He's changed the male academic from a lower-class Brit to an American, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",37
2824,ZKB,261,task1-SR,resultsZKB_SR.mat,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,23
2825,ZKB,262,task1-SR,resultsZKB_SR.mat,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",16
2826,ZKB,263,task1-SR,resultsZKB_SR.mat,... think of it as American Pie On Valium.,9
2827,ZKB,264,task1-SR,resultsZKB_SR.mat,Gere gives a good performance in a film that doesn't merit it.,12
2828,ZKB,265,task1-SR,resultsZKB_SR.mat,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",30
2829,ZKB,266,task1-SR,resultsZKB_SR.mat,The Pianist is Polanski's best film.,6
2830,ZKB,267,task1-SR,resultsZKB_SR.mat,Maybe Thomas Wolfe was right: You can't go home again.,10
2831,ZKB,268,task1-SR,resultsZKB_SR.mat,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",15
2832,ZKB,269,task1-SR,resultsZKB_SR.mat,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",20
2833,ZKB,270,task1-SR,resultsZKB_SR.mat,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",20
2834,ZKB,271,task1-SR,resultsZKB_SR.mat,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",28
2835,ZKB,272,task1-SR,resultsZKB_SR.mat,But his showboating wise-cracker stock persona sure is getting old.,10
2836,ZKB,273,task1-SR,resultsZKB_SR.mat,"Circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",17
2837,ZKB,274,task1-SR,resultsZKB_SR.mat,"A lot of talent is wasted in this crass, low-wattage endeavor.",11
2838,ZKB,275,task1-SR,resultsZKB_SR.mat,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",37
2839,ZKB,276,task1-SR,resultsZKB_SR.mat,The second coming of Harry Potter is a film far superior to its predecessor.,14
2840,ZKB,277,task1-SR,resultsZKB_SR.mat,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,14
2841,ZKB,278,task1-SR,resultsZKB_SR.mat,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",32
2842,ZKB,279,task1-SR,resultsZKB_SR.mat,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",34
2843,ZKB,280,task1-SR,resultsZKB_SR.mat,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",35
2844,ZKB,281,task1-SR,resultsZKB_SR.mat,Even more baffling is that it's funny.,7
2845,ZKB,282,task1-SR,resultsZKB_SR.mat,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",40
2846,ZKB,283,task1-SR,resultsZKB_SR.mat,"Hard, endearing, caring, warm.",4
2847,ZKB,284,task1-SR,resultsZKB_SR.mat,"I have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",28
2848,ZKB,285,task1-SR,resultsZKB_SR.mat,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,25
2849,ZKB,286,task1-SR,resultsZKB_SR.mat,Both the crime story and the love story are unusual.,10
2850,ZKB,287,task1-SR,resultsZKB_SR.mat,It's never a good sign when a film's star spends the entirety of the film in a coma.,18
2851,ZKB,288,task1-SR,resultsZKB_SR.mat,A creaky staircase gothic.,4
2852,ZKB,289,task1-SR,resultsZKB_SR.mat,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) Paid.",23
2853,ZKB,290,task1-SR,resultsZKB_SR.mat,"If you're a WWF fan, or you related to the people who watched the robots getting butchered in A.I., you'll probably like Rollerball.",23
2854,ZKB,291,task1-SR,resultsZKB_SR.mat,Norton holds the film together.,5
2855,ZKB,292,task1-SR,resultsZKB_SR.mat,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",21
2856,ZKB,293,task1-SR,resultsZKB_SR.mat,It won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,26
2857,ZKB,294,task1-SR,resultsZKB_SR.mat,Largely a for-fans artifact.,4
2858,ZKB,295,task1-SR,resultsZKB_SR.mat,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,18
2859,ZKB,296,task1-SR,resultsZKB_SR.mat,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",22
2860,ZKB,297,task1-SR,resultsZKB_SR.mat,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,22
2861,ZKB,298,task1-SR,resultsZKB_SR.mat,"The doofus-on-the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it.",14
2862,ZKB,299,task1-SR,resultsZKB_SR.mat,It's the funniest American comedy since Graffiti Bridge.,8
2863,ZKB,300,task1-SR,resultsZKB_SR.mat,Samuel Beckett applied to the Iranian voting process.,8
2864,ZKB,301,task1-SR,resultsZKB_SR.mat,A strangely compelling and brilliantly acted psychological drama.,8
2865,ZKB,302,task1-SR,resultsZKB_SR.mat,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",24
2866,ZKB,303,task1-SR,resultsZKB_SR.mat,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",25
2867,ZKB,304,task1-SR,resultsZKB_SR.mat,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",23
2868,ZKB,305,task1-SR,resultsZKB_SR.mat,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",18
2869,ZKB,306,task1-SR,resultsZKB_SR.mat,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,17
2870,ZKB,307,task1-SR,resultsZKB_SR.mat,"That is essentially what's missing from Blackboards -- the sense of something bigger, some ultimate point.",16
2871,ZKB,308,task1-SR,resultsZKB_SR.mat,"It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",26
2872,ZKB,309,task1-SR,resultsZKB_SR.mat,"While obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",15
2873,ZKB,310,task1-SR,resultsZKB_SR.mat,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",20
2874,ZKB,311,task1-SR,resultsZKB_SR.mat,"The good is very, very good... The rest runs from mildly unimpressive to despairingly awful.",15
2875,ZKB,312,task1-SR,resultsZKB_SR.mat,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",29
2876,ZKB,313,task1-SR,resultsZKB_SR.mat,One of the most exciting action films to come out of China in recent years.,15
2877,ZKB,314,task1-SR,resultsZKB_SR.mat,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,12
2878,ZKB,315,task1-SR,resultsZKB_SR.mat,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",25
2879,ZKB,316,task1-SR,resultsZKB_SR.mat,"... pitiful, slapdash disaster.",4
2880,ZKB,317,task1-SR,resultsZKB_SR.mat,"As it stands, there's some fine sex onscreen, and some tense arguing, but not a whole lot more.",18
2881,ZKB,318,task1-SR,resultsZKB_SR.mat,It's neither as romantic nor as thrilling as it should be.,11
2882,ZKB,319,task1-SR,resultsZKB_SR.mat,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,23
2883,ZKB,320,task1-SR,resultsZKB_SR.mat,"The Venezuelans say things like ``si, pretty much'' and ``por favor, go home'' when talking to Americans.",17
2884,ZKB,321,task1-SR,resultsZKB_SR.mat,"If you already like this sort of thing, this is that sort of thing all over again.",17
2885,ZKB,322,task1-SR,resultsZKB_SR.mat,An awful movie that will only satisfy the most emotionally malleable of filmgoers.,13
2886,ZKB,323,task1-SR,resultsZKB_SR.mat,"This is an extraordinary film, not least because it is Japanese and yet feels universal.",15
2887,ZKB,324,task1-SR,resultsZKB_SR.mat,"Aptly named, this shimmering, beautifully costumed and filmed production doesn't work for me.",13
2888,ZKB,325,task1-SR,resultsZKB_SR.mat,"If Borstal Boy isn't especially realistic, it is an engaging nostalgia piece.",12
2889,ZKB,326,task1-SR,resultsZKB_SR.mat,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,14
2890,ZKB,327,task1-SR,resultsZKB_SR.mat,"The asylum material is gripping, as are the scenes of Jia with his family.",14
2891,ZKB,328,task1-SR,resultsZKB_SR.mat,"... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",42
2892,ZKB,329,task1-SR,resultsZKB_SR.mat,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,21
2893,ZKB,330,task1-SR,resultsZKB_SR.mat,Girls gone wild and gone civil again,7
2894,ZKB,331,task1-SR,resultsZKB_SR.mat,To say Analyze That is De Niro's best film since Meet the Parents sums up the sad state of his recent career.,22
2895,ZKB,332,task1-SR,resultsZKB_SR.mat,"Like being trapped inside a huge video game, where exciting, inane images keep popping past your head and the same illogical things keep happening over and over again.",28
2896,ZKB,333,task1-SR,resultsZKB_SR.mat,`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.',29
2897,ZKB,334,task1-SR,resultsZKB_SR.mat,The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects.,23
2898,ZKB,335,task1-SR,resultsZKB_SR.mat,Visually sumptuous but intellectually stultifying.,5
2899,ZKB,336,task1-SR,resultsZKB_SR.mat,"So young, so smart, such talent, such a wise ***.",10
2900,ZKB,337,task1-SR,resultsZKB_SR.mat,"The problem is that for the most part, the film is deadly dull.",13
2901,ZKB,338,task1-SR,resultsZKB_SR.mat,A thinly veiled look at different aspects of Chinese life clashing with each other.,14
2902,ZKB,339,task1-SR,resultsZKB_SR.mat,An exhilarating experience.,3
2903,ZKB,340,task1-SR,resultsZKB_SR.mat,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,26
2904,ZKB,341,task1-SR,resultsZKB_SR.mat,Remarkably accessible and affecting.,4
2905,ZKB,342,task1-SR,resultsZKB_SR.mat,"The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",21
2906,ZKB,343,task1-SR,resultsZKB_SR.mat,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,18
2907,ZKB,344,task1-SR,resultsZKB_SR.mat,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,33
2908,ZKB,345,task1-SR,resultsZKB_SR.mat,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.",25
2909,ZKB,346,task1-SR,resultsZKB_SR.mat,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",31
2910,ZKB,347,task1-SR,resultsZKB_SR.mat,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",27
2911,ZKB,348,task1-SR,resultsZKB_SR.mat,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",12
2912,ZKB,349,task1-SR,resultsZKB_SR.mat,"Peralta's mythmaking could have used some informed, adult hindsight.",9
2913,ZKB,350,task1-SR,resultsZKB_SR.mat,"``My god, I'm behaving like an idiot!''",7
2914,ZKB,351,task1-SR,resultsZKB_SR.mat,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",18
2915,ZKB,352,task1-SR,resultsZKB_SR.mat,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",13
2916,ZKB,353,task1-SR,resultsZKB_SR.mat,Gollum's `performance' is incredible!,4
2917,ZKB,354,task1-SR,resultsZKB_SR.mat,"... a haunting vision, with images that seem more like disturbing hallucinations.",12
2918,ZKB,355,task1-SR,resultsZKB_SR.mat,"As a remake, it's a pale imitation.",7
2919,ZKB,356,task1-SR,resultsZKB_SR.mat,Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio.,27
2920,ZKB,357,task1-SR,resultsZKB_SR.mat,"Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",25
2921,ZKB,358,task1-SR,resultsZKB_SR.mat,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,14
2922,ZKB,359,task1-SR,resultsZKB_SR.mat,"An amalgam of The Fugitive, Blade Runner, and Total Recall, only without much energy or tension.",16
2923,ZKB,360,task1-SR,resultsZKB_SR.mat,"Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line.",15
2924,ZKB,361,task1-SR,resultsZKB_SR.mat,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",40
2925,ZKB,362,task1-SR,resultsZKB_SR.mat,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.",13
2926,ZKB,363,task1-SR,resultsZKB_SR.mat,"An amateurish, quasi-improvised acting exercise shot on ugly digital video.",10
2927,ZKB,364,task1-SR,resultsZKB_SR.mat,"``The Kid Stays in the Picture'' is a great story, terrifically told by the man who wrote it but this Cliff Notes edition is a cheat.",26
2928,ZKB,365,task1-SR,resultsZKB_SR.mat,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",14
2929,ZKB,366,task1-SR,resultsZKB_SR.mat,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",26
2930,ZKB,367,task1-SR,resultsZKB_SR.mat,Griffin & Co. manage to be spectacularly outrageous.,8
2931,ZKB,368,task1-SR,resultsZKB_SR.mat,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",20
2932,ZKB,369,task1-SR,resultsZKB_SR.mat,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",24
2933,ZKB,370,task1-SR,resultsZKB_SR.mat,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,18
2934,ZKB,371,task1-SR,resultsZKB_SR.mat,It just doesn't have much else... especially in a moral sense.,11
2935,ZKB,372,task1-SR,resultsZKB_SR.mat,Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering.,12
2936,ZKB,373,task1-SR,resultsZKB_SR.mat,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.",20
2937,ZKB,374,task1-SR,resultsZKB_SR.mat,"But the talented cast alone will keep you watching, as will the fight scenes.",14
2938,ZKB,375,task1-SR,resultsZKB_SR.mat,It's solid and affecting and exactly as thought-provoking as it should be.,12
2939,ZKB,376,task1-SR,resultsZKB_SR.mat,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",23
2940,ZKB,377,task1-SR,resultsZKB_SR.mat,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",15
2941,ZKB,378,task1-SR,resultsZKB_SR.mat,"An important movie, a reminder of the power of film to move us and to make us examine our values.",20
2942,ZKB,379,task1-SR,resultsZKB_SR.mat,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",23
2943,ZKB,380,task1-SR,resultsZKB_SR.mat,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,18
2944,ZKB,381,task1-SR,resultsZKB_SR.mat,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",35
2945,ZKB,382,task1-SR,resultsZKB_SR.mat,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.",37
2946,ZKB,383,task1-SR,resultsZKB_SR.mat,But what's nice is that there's a casual intelligence that permeates the script.,13
2947,ZKB,384,task1-SR,resultsZKB_SR.mat,Wedding feels a bit anachronistic.,5
2948,ZKB,385,task1-SR,resultsZKB_SR.mat,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",18
2949,ZKB,386,task1-SR,resultsZKB_SR.mat,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",21
2950,ZKB,387,task1-SR,resultsZKB_SR.mat,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",32
2951,ZKB,388,task1-SR,resultsZKB_SR.mat,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",18
2952,ZKB,389,task1-SR,resultsZKB_SR.mat,The picture doesn't know it's a comedy.,7
2953,ZKB,390,task1-SR,resultsZKB_SR.mat,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,25
2954,ZKB,391,task1-SR,resultsZKB_SR.mat,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",18
2955,ZKB,392,task1-SR,resultsZKB_SR.mat,The sort of movie that gives tastelessness a bad rap.,10
2956,ZKB,393,task1-SR,resultsZKB_SR.mat,Its engaging simplicity is driven by appealing leads.,8
2957,ZKB,394,task1-SR,resultsZKB_SR.mat,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.",15
2958,ZKB,395,task1-SR,resultsZKB_SR.mat,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",12
2959,ZKB,396,task1-SR,resultsZKB_SR.mat,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",24
2960,ZKB,397,task1-SR,resultsZKB_SR.mat,"It's not a particularly good film, but neither is it a monsterous one.",13
2961,ZKB,398,task1-SR,resultsZKB_SR.mat,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,16
2962,ZKB,399,task1-SR,resultsZKB_SR.mat,Martyr gets royally screwed and comes back for more.,9
2963,ZKH,0,task1-SR,resultsZKH_SR.mat,Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency.,22
2964,ZKH,1,task1-SR,resultsZKH_SR.mat,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",22
2965,ZKH,2,task1-SR,resultsZKH_SR.mat,"Bread, My Sweet has so many flaws it would be easy for critics to shred it.",16
2966,ZKH,3,task1-SR,resultsZKH_SR.mat,"Slow, silly and unintentionally hilarious.",5
2967,ZKH,4,task1-SR,resultsZKH_SR.mat,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",13
2968,ZKH,5,task1-SR,resultsZKH_SR.mat,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,16
2969,ZKH,6,task1-SR,resultsZKH_SR.mat,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,19
2970,ZKH,7,task1-SR,resultsZKH_SR.mat,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",11
2971,ZKH,8,task1-SR,resultsZKH_SR.mat,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure, one of those movies that's so bad it starts to become good.",28
2972,ZKH,9,task1-SR,resultsZKH_SR.mat,The film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design.,21
2973,ZKH,10,task1-SR,resultsZKH_SR.mat,"Frida is certainly no disaster, but neither is it the Kahlo movie Frida fans have been looking for.",18
2974,ZKH,11,task1-SR,resultsZKH_SR.mat,The film often achieves a mesmerizing poetry.,7
2975,ZKH,12,task1-SR,resultsZKH_SR.mat,A work of astonishing delicacy and force.,7
2976,ZKH,13,task1-SR,resultsZKH_SR.mat,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",23
2977,ZKH,14,task1-SR,resultsZKH_SR.mat,"For the most part, the ingredients are there.",8
2978,ZKH,15,task1-SR,resultsZKH_SR.mat,"But if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",21
2979,ZKH,16,task1-SR,resultsZKH_SR.mat,"There's not much to Fatale, outside of its stylish surprises... but that's OK.",13
2980,ZKH,17,task1-SR,resultsZKH_SR.mat,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",36
2981,ZKH,18,task1-SR,resultsZKH_SR.mat,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",28
2982,ZKH,19,task1-SR,resultsZKH_SR.mat,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",25
2983,ZKH,20,task1-SR,resultsZKH_SR.mat,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",21
2984,ZKH,21,task1-SR,resultsZKH_SR.mat,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,17
2985,ZKH,22,task1-SR,resultsZKH_SR.mat,Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes.,16
2986,ZKH,23,task1-SR,resultsZKH_SR.mat,Another Best of the Year selection.,6
2987,ZKH,24,task1-SR,resultsZKH_SR.mat,It's all a rather shapeless good time...,7
