row_idx,subject,text,task_name,label
4454,YTL,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",TSR,1
4455,YTL,He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election).,TSR,1
4456,YAC,"He was also the unsuccessful Republican nominee for President in the 1996 election, losing to the incumbent Bill Clinton.",TSR,1
4457,YAC,He was buried at the foot of Hill Cemetery.,TSR,1
4458,YAC,"In retrospect, many now view Gore as a helpful factor in the 1992 campaign.",TSR,1
4459,YAC,"In 1969, Rodham entered Yale Law School where she served on the Board of Editors of Yale Review of Law and Social Action and worked with underprivileged children at the Yale-New Haven Hospital.",TSR,1
4460,YAC,"Prior to graduating from Maine South High School, she attended Maine East High School, where she served as class president, a member of the student council, a member of the debating team, and as a member of the National Honor Society.",TSR,1
4461,YAC,"After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.",TSR,1
4462,YAC,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",TSR,1
4463,YAC,"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",TSR,1
4464,YAC,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",TSR,1
4465,YAC,He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War.,TSR,1
4466,YAC,He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa.,TSR,1
4467,YAC,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.",TSR,1
4468,YAC,"Bush attended high school at the exclusive private St. Albans School in Washington, DC.",TSR,1
4469,YAC,He received his BA in Economics from Tulane University and his MBA from Tulane in 1979.,TSR,1
4470,YAC,"His father was a New York City philanthropist, merchant, and partner in the glass-importing firm Roosevelt and Son.",TSR,1
4471,YAC,"She attended Beverly Hills High School, but left to become an actress.",TSR,1
4472,YAC,"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.",TSR,1
4473,YAC,Reynolds was inexperienced and did not know how to tap dance.,TSR,1
4474,YAC,"Born in Boston into one of the country's most prominent families (both his great-grandfather and his grandfather had been Presidents of the United States), Adams, after his graduation from Harvard in 1858, embarked on a Grand Tour of Europe, during which he also attended lectures in civil law at the University of Berlin.",TSR,1
4475,YAC,Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,TSR,1
4476,YAC,"They lost control of both houses of Congress for the first time in 40 years, in large part due to stalled legislation, including a failed attempt to create a comprehensive health care system under a plan developed by First Lady Hillary Rodham Clinton.",TSR,1
4477,YAC,Hanks has been married to actress Rita Wilson since 1988.,TSR,1
4478,YAC,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",TSR,1
4479,YAC,"He is in the Gaullist political family, currently a member of the UMP.",TSR,1
4480,YAC,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",TSR,1
4481,YAC,"He married Margaret Tyndal Winthrop, who came from a family with deep roots in Massachusetts history going back to the John Winthrop, the first governor of the Massachusetts Bay Colony.",TSR,1
4482,YAC,He was married to actress Kim Basinger from 1993 to 2002.,TSR,1
4483,YAC,Laurance married Mary French in 1934.,TSR,1
4484,YAC,"Finding law school tedious, however, Roosevelt found other diversions, including the completion of his first published book, The Naval War of 1812 (1882).",TSR,1
4485,YAC,His wife is Barbara Bush.,TSR,1
4486,YAC,"In this year Encke married Amalie Becker (1787–1879), daughter of a bookseller.",TSR,1
4487,YAC,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",TSR,1
4488,YAC,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",TSR,1
4489,YAC,"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.",TSR,1
4490,YAC,"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.",TSR,1
4491,YAC,"Although she was christened Rose Marie Kennedy, she was commonly known as Rosemary.",TSR,1
4492,YAC,"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",TSR,1
4493,YAC,"Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.",TSR,1
4494,YAC,She is the well-meaning and patient wife of Homer.,TSR,1
4495,YAC,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".",TSR,1
4496,YAC,"1944, Kathleen Kennedy, known to friends as ""Kick,"" married William Cavendish, Marquess of Hartington, a Protestant and the eldest son and heir of the 10th Duke of Devonshire.",TSR,1
4497,YAC,"In the mid to late 1930s, she made many recordings with her husband Red Norvo.",TSR,1
4498,YAC,"He passed the exam in 1875 and entered as a freshman the next year, in 1876.",TSR,1
4499,YAC,"At the age of 21, she married William Hutchinson.",TSR,1
4500,YAC,"At Harvard, Roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.",TSR,1
4501,YAC,"From 1993 to 2002, she was married to actor Alec Baldwin, with whom she later engaged in a long legal custody battle regarding their child.",TSR,1
4502,YAC,"Barrymore was married to Welsh bartender turned bar owner, Jeremy Thomas, from March 20 to April 28, 1994, and to comedian Tom Green from July 7, 2001 to October 15, 2002 (Green filed for divorce in December 2001).",TSR,1
4503,YAC,"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.",TSR,1
4504,YAC,"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.",TSR,1
4505,YAC,They gave her a new first name and cast her for small roles in two movies.,TSR,1
4506,YAC,"Maria Shriver married the actor Arnold Schwarzenegger on April 26, 1986.",TSR,1
4507,YAC,"He graduated from West Point in 1843, ranking 21st in a class of 39.",TSR,1
4508,YAC,"Two weeks later she married Michael Jackson on May 18, 1994.",TSR,1
4509,YAC,"On August 10, 2002 she married Nicolas Cage, someone well-known for his Elvis-obsession.",TSR,1
4510,YAC,"Presley married her first husband Danny Keough on October 3, 1988.",TSR,1
4511,YAC,"Dewey officially remained an active officer of the Navy until his death, as a special honor after he passed retirement age.",TSR,1
4512,YAC,"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972.",TSR,1
4513,YAC,"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.",TSR,1
4514,YAC,She married José Ferrer in 1938; they divorced in 1948.,TSR,1
4515,YAC,He published his autobiography in 1913.,TSR,1
4516,YAC,"After marrying Richard Burton, Taylor relinquished her American citizenship, and is now a ""permanent resident"" of the U.S. After marrying Republican Senator John Warner, of Virginia, she received a ""green card"" and keeps her British passport.",TSR,1
4517,YAC,"Elizabeth Taylor won the Academy Award for Best Actress in a Leading Role for her performances in BUtterfield 8 (1960), which co-starred then husband Eddie Fisher, and then again for Who's Afraid of Virginia Woolf?",TSR,1
4518,YAC,"Brice Lalonde (born February 10, 1946) is a former socialist and Green Party leader in France, who ran for President of France in 1981.",TSR,1
4519,YAC,"(1966), which co-starred then husband Richard Burton and the Supporting Actress Oscar-winner, Sandy Dennis.",TSR,1
4520,YAC,"He arrived at the mouth of the bay late the night of April 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'You may fire when ready, Gridley'.",TSR,1
4521,YAC,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",TSR,1
4522,YAC,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",TSR,1
4523,YAC,"Fisher has had one husband, musician Paul Simon (married 1983-divorce 1984).",TSR,1
4524,YAC,She was married to singer Paul Simon but divorced after 12 years.,TSR,1
4525,YAC,"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",TSR,1
4526,YAC,She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.,TSR,1
4527,YAC,"Generally regarded as a member of the moderate New Democrat wing of the Democratic Party, he headed the centrist Democratic Leadership Council in 1990 and 1991.",TSR,1
4528,YAC,"Mary Ford (July 7, 1928-September 30, 1977, original name Iris Colleen Summers) was half of a husband-wife musical duo; the other half being Les Paul.",TSR,1
4529,YAC,Clooney left AMC to run as a Democrat in the 2004 election for a seat in the House of Representatives representing Kentucky's 4th Congressional district.,TSR,1
4530,YAC,"In 1960, Dole was elected as a Republican to the United States House of Representatives for the 87th Congress and to three succeeding Congresses, spanning from January 3, 1961 to January 3, 1969.",TSR,1
4531,YAC,"At the academy, he established a reputation as a fearless and expert horseman.",TSR,1
4532,YAC,Bush is a lifelong member of the Republican Party and was a businessman in both the oil and professional sports industries.,TSR,1
4533,YAC,"Bush is a Republican, and has Dick Cheney as his Vice President.",TSR,1
4534,YAC,He served in the United States Senate as a Republican from Minnesota.,TSR,1
4535,YAC,"His father, a tanner, and his mother were born in Pennsylvania.",TSR,1
4536,YAC,Lincoln was the first Republican president.,TSR,1
4537,YAC,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",TSR,1
4538,YAC,"He lost re-election to Clinton in 1982, and he ran for the governorship again in 1986 but was again defeated by Clinton.",TSR,1
4539,YAC,"David Shire (born July 3, 1937 in Buffalo, New York) is an Jewish-American composer of film scores and Broadway musicals.",TSR,1
4540,YAC,"Debbie Reynolds (born April 1, 1932) is an American actress and singer.",TSR,1
4541,YAC,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",TSR,1
4542,YAC,"The contest between the two was bitter, although they differed little on issues.",TSR,1
4543,YAC,"Billy Andrade (born January 25, 1964 Bristol, Rhode Island) is an American golfer.",TSR,1
4544,YAC,"In true Hepburn fashion, she demanded an outlandish $1,500 per week for film work (at the time she was earning between $80 and $100 per week).",TSR,1
4545,YAC,"Hepburn was fired from this role as well, though she was eventually rehired when the director could not find anyone to replace her.",TSR,1
4546,YAC,"Maria Owings Shriver Schwarzenegger (born November 6, 1955), better known as Maria Shriver, is an American television journalist and the First Lady of California.",TSR,1
4547,YAC,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",TSR,1
4548,YAC,"Hanks is a Democrat and has supported many candidates, including Hilary Clinton, Diane Feinstein, Al Gore, and John Kerry.",TSR,1
4549,YAC,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",TSR,1
4550,YAC,"He served as the Governor of California from January 2, 1939 until January 4, 1943, and was the only Democrat elected to that office between 1898 and 1954.",TSR,1
4551,YAC,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",TSR,1
4552,YAC,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",TSR,1
4553,YAC,"Diane Julie Abbott (born September 27, 1953 in Paddington, London) is a British Labour Member of Parliament for Hackney North and Stoke Newington constituency.",TSR,1
4554,YAC,"In the Senate, he was aligned with the Federalists.",TSR,1
4555,YAC,Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,TSR,1
4556,YAC,She is a member of the Democratic Party.,TSR,1
4557,YAC,Koldewey was a self-trained classical era archaeological historian.,TSR,1
4558,YAC,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",TSR,1
4559,YAC,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",TSR,1
4560,YAC,"Lyman Enos Knapp (November 5, 1837?October 9, 1904) was an American Republican politician who was the Governor of the District of Alaska from 1889 to 1893.",TSR,1
4561,YAC,"Coppola studied theatre at Hofstra University prior to studying film at UCLA and while there, he made numerous short films, including some soft core porn films.",TSR,1
4562,YAC,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",TSR,1
4563,YAC,"When she was seven years old, she returned to England for prep school then went on to Sherborne School for Girls.",TSR,1
4564,YAC,"John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.",TSR,1
4565,YAC,"Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.",TSR,1
4566,YAC,"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.",TSR,1
4567,YAC,"At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.",TSR,1
4568,YAC,"In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.",TSR,1
4569,YAC,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",TSR,1
4570,YAC,He was born into a family of Swedish nobility.,TSR,1
4571,YAC,"In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.",TSR,1
4572,YAC,"He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.",TSR,1
4573,YAC,"His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.",TSR,1
4574,YAC,"He was educated at Harrow, and in 1869 entered the 83rd Foot.",TSR,1
4575,YAC,Dorothy attended Miss Porter's School and earned a B.A. from Boston College in 1982.,TSR,1
4576,YAC,"King Jr. became an associate pastor at Ebenezer in 1948, and his father wrote a letter of recommendation for him to Crozer College.",TSR,1
4577,YAC,"As he once joked, he was the youngest ex-governor in the nation's history.",TSR,1
4578,YAC,"In 1926, King started his ministerial degree at the Morehouse School of Religion.",TSR,1
4579,YAC,"His father, Richert Vogt von Koch (1838-1913) was a Lieutenant-Colonel in the Royal Horse Guards of Sweden.",TSR,1
4580,YAC,"He graduated Phi Beta Kappa and magna cum laude (21st of 177) from Harvard University in 1880, and entered Columbia Law School that same year.",TSR,1
4581,YAC,"After his family returned to their home in New York, Roosevelt started intensive tutoring under Arthur Hamilton Cutler in preparation for the Harvard University entrance exam.",TSR,1
4582,YAC,"He was born in Montpelier, Vermont, attended Norwich University for two years (1852-1854), and graduated from the Naval Academy in 1858.",TSR,1
4583,YAC,He attended Wake Forest University.,TSR,1
4584,YAC,"Carroll is generally considered one of the best head coaches in the college ranks, as well as one of the sport's top recruiters.",TSR,1
4585,YAC,"She was educated at Bryn Mawr College, receiving a degree in history and philosophy in 1928, the same year she debuted on Broadway after landing a bit part in Night Hostess.",TSR,1
4586,YAC,"He attended Harvard Law School, but left before his final year to volunteer as a United States Navy flier.",TSR,1
4587,YAC,"He returned to the United States and graduated from Franklin and Marshall College in Lancaster, Pennsylvania, where he was active in drama.",TSR,1
4588,YAC,"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.",TSR,1
4589,YAC,He studied law at Columbia University in New York City but his education was interrupted by service with the United States Navy in World War II during which he served with American amphibious forces in Europe and North Africa.,TSR,1
4590,YAC,"After his khâgne at Lycée Henri IV, where he befriended Senegalese poet and statesman Leopold Sedar Senghor, he graduated from the École Normale Supérieure with a degree of Agrégation in philosophy.",TSR,1
4591,YAC,He was educated in Carlanstown NS and in St. Patrick's Classical School in Navan.,TSR,1
4592,YAC,This technique was particularly useful in his excavation of the Hanging Gardens of Babylon (1899-1917) which was built (ca. 580 BC) using mainly unfired mudbricks.,TSR,1
4593,YAC,"Despite the poverty he grew up in, he managed to win a scholarship to the Laurinburg Institute in North Carolina.",TSR,1
4594,YAC,"He was previously a star college player at Ole Miss from 1968-1970; in his junior season he finished fourth in the voting for the Heisman Trophy, and in his senior season he finished third.",TSR,1
4595,YAC,He studied at Juilliard and later at the Manhattan School of Music.,TSR,1
4596,YAC,After he died the Koldewey Society was established to record and mark his architectural service.,TSR,1
4597,YAC,"He served in the United States Army in World War II, then got a law degree from Tulane University.",TSR,1
4598,YAC,"After a period spent traveling abroad with her family, she enrolled in the University of Chicago in 1912, graduating in 1914.",TSR,1
4599,YAC,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",TSR,1
4600,YAC,He had been educated at Oxford and his closest friends and outlook on life were British.,TSR,1
4601,YAC,"After graduating from Andover, an exclusive New England boarding school, Libby graduated from Yale University in 1972, where one of his professors was Paul Wolfowitz.",TSR,1
4602,YAC,"Wright later attended Kenyon College, from which he graduated cum laude, after which he received a Fulbright Fellowship and travelled to Austria.",TSR,1
4603,YAC,"Barry played at the University of Miami in the early-mid 1960s, where he lead the NCAA in scoring.",TSR,1
4604,YAC,"He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.",TSR,1
4605,YAC,"After high school, Hanks attended Chabot College in Hayward, California and transferred to California State University, Sacramento where he studied theatre.",TSR,1
4606,YAC,He was educated at Boston Latin School before attending Boston College.,TSR,1
4607,YAC,"He enrolled at Harvard Medical School for one year, but withdrew following the death of his father in 1881.",TSR,1
4608,YAC,She studied acting at the Royal Academy of Dramatic Arts.,TSR,1
4609,YAC,"Donald Rumsfeld graduated from New Trier High School and attended Princeton University on scholarship (BA, 1954) where he was an accomplished amateur wrestler and served in the United States Navy (1954-57) as a Naval aviator.",TSR,1
4610,YAC,"Henry David Reginald Margesson, 1st Viscount Margesson, of Rugby (July 26, 1890-December 24, 1965) was a British Conservative politician most popularly remembered for his tenure as Government Chief Whip in the 1930s.",TSR,1
4611,YAC,He then went on to attend and subsequently drop out of Georgetown University Law Center (1957).,TSR,1
4612,YAC,The sportsmanship Roosevelt showed in that fight was long remembered.,TSR,1
4613,YAC,"After graduating from Michigan Agricultural College (now Michigan State), he attended law school at the University of Michigan in 1891 before launching his career as a journalist in 1892 with the Chicago News-Record, where he covered the Pullman Strike and Coxey's Army in 1893.",TSR,1
4614,YAC,De Forest went to Mount Hermon School and then enrolled at the Sheffield School of Science at Yale University in 1893.,TSR,1
4615,YAC,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",TSR,1
4616,YAC,He went to school in England and graduated from Harvard University.,TSR,1
4617,YAC,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,TSR,1
4618,YAC,"Roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.",TSR,1
4619,YAC,"William studied law at the Inns of Court in London, returning to Maryland in 1765.",TSR,1
4620,YAC,"Encke studied mathematics and astronomy from 1811 at the University of Göttingen under Carl Friedrich Gauss; but he enlisted in the Hanseatic Legion for the campaign of 1813–1814, and became lieutenant of artillery in the Prussian service in 1815.",TSR,1
4621,YAG,"He was also the unsuccessful Republican nominee for President in the 1996 election, losing to the incumbent Bill Clinton.",TSR,1
4622,YAG,He was buried at the foot of Hill Cemetery.,TSR,1
4623,YAG,"In retrospect, many now view Gore as a helpful factor in the 1992 campaign.",TSR,1
4624,YAG,"Prior to graduating from Maine South High School, she attended Maine East High School, where she served as class president, a member of the student council, a member of the debating team, and as a member of the National Honor Society.",TSR,1
4625,YAG,"After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.",TSR,1
4626,YAG,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",TSR,1
4627,YAG,"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",TSR,1
4628,YAG,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",TSR,1
4629,YAG,He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War.,TSR,1
4630,YAG,He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa.,TSR,1
4631,YAG,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.",TSR,1
4632,YAG,"Bush attended high school at the exclusive private St. Albans School in Washington, DC.",TSR,1
4633,YAG,He received his BA in Economics from Tulane University and his MBA from Tulane in 1979.,TSR,1
4634,YAG,"His father was a New York City philanthropist, merchant, and partner in the glass-importing firm Roosevelt and Son.",TSR,1
4635,YAG,"She attended Beverly Hills High School, but left to become an actress.",TSR,1
4636,YAG,"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.",TSR,1
4637,YAG,Reynolds was inexperienced and did not know how to tap dance.,TSR,1
4638,YAG,"Born in Boston into one of the country's most prominent families (both his great-grandfather and his grandfather had been Presidents of the United States), Adams, after his graduation from Harvard in 1858, embarked on a Grand Tour of Europe, during which he also attended lectures in civil law at the University of Berlin.",TSR,1
4639,YAG,Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,TSR,1
4640,YAG,"They lost control of both houses of Congress for the first time in 40 years, in large part due to stalled legislation, including a failed attempt to create a comprehensive health care system under a plan developed by First Lady Hillary Rodham Clinton.",TSR,1
4641,YAG,Hanks has been married to actress Rita Wilson since 1988.,TSR,1
4642,YAG,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",TSR,1
4643,YAG,"He is in the Gaullist political family, currently a member of the UMP.",TSR,1
4644,YAG,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",TSR,1
4645,YAG,He was married to actress Kim Basinger from 1993 to 2002.,TSR,1
4646,YAG,Laurance married Mary French in 1934.,TSR,1
4647,YAG,"Finding law school tedious, however, Roosevelt found other diversions, including the completion of his first published book, The Naval War of 1812 (1882).",TSR,1
4648,YAG,"In this year Encke married Amalie Becker (1787–1879), daughter of a bookseller.",TSR,1
4649,YAG,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",TSR,1
4650,YAG,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",TSR,1
4651,YAG,"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.",TSR,1
4652,YAG,"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.",TSR,1
4653,YAG,"Although she was christened Rose Marie Kennedy, she was commonly known as Rosemary.",TSR,1
4654,YAG,"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",TSR,1
4655,YAG,"Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.",TSR,1
4656,YAG,She is the well-meaning and patient wife of Homer.,TSR,1
4657,YAG,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".",TSR,1
4658,YAG,"1944, Kathleen Kennedy, known to friends as ""Kick,"" married William Cavendish, Marquess of Hartington, a Protestant and the eldest son and heir of the 10th Duke of Devonshire.",TSR,1
4659,YAG,"In the mid to late 1930s, she made many recordings with her husband Red Norvo.",TSR,1
4660,YAG,"He passed the exam in 1875 and entered as a freshman the next year, in 1876.",TSR,1
4661,YAG,"At the age of 21, she married William Hutchinson.",TSR,1
4662,YAG,"At Harvard, Roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.",TSR,1
4663,YAG,"From 1993 to 2002, she was married to actor Alec Baldwin, with whom she later engaged in a long legal custody battle regarding their child.",TSR,1
4664,YAG,"Barrymore was married to Welsh bartender turned bar owner, Jeremy Thomas, from March 20 to April 28, 1994, and to comedian Tom Green from July 7, 2001 to October 15, 2002 (Green filed for divorce in December 2001).",TSR,1
4665,YAG,"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.",TSR,1
4666,YAG,"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.",TSR,1
4667,YAG,They gave her a new first name and cast her for small roles in two movies.,TSR,1
4668,YAG,"Maria Shriver married the actor Arnold Schwarzenegger on April 26, 1986.",TSR,1
4669,YAG,"He graduated from West Point in 1843, ranking 21st in a class of 39.",TSR,1
4670,YAG,"Two weeks later she married Michael Jackson on May 18, 1994.",TSR,1
4671,YAG,"On August 10, 2002 she married Nicolas Cage, someone well-known for his Elvis-obsession.",TSR,1
4672,YAG,"Presley married her first husband Danny Keough on October 3, 1988.",TSR,1
4673,YAG,"Dewey officially remained an active officer of the Navy until his death, as a special honor after he passed retirement age.",TSR,1
4674,YAG,"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972.",TSR,1
4675,YAG,"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.",TSR,1
4676,YAG,She married José Ferrer in 1938; they divorced in 1948.,TSR,1
4677,YAG,He published his autobiography in 1913.,TSR,1
4678,YAG,"After marrying Richard Burton, Taylor relinquished her American citizenship, and is now a ""permanent resident"" of the U.S. After marrying Republican Senator John Warner, of Virginia, she received a ""green card"" and keeps her British passport.",TSR,1
4679,YAG,"Elizabeth Taylor won the Academy Award for Best Actress in a Leading Role for her performances in BUtterfield 8 (1960), which co-starred then husband Eddie Fisher, and then again for Who's Afraid of Virginia Woolf?",TSR,1
4680,YAG,"Brice Lalonde (born February 10, 1946) is a former socialist and Green Party leader in France, who ran for President of France in 1981.",TSR,1
4681,YAG,"(1966), which co-starred then husband Richard Burton and the Supporting Actress Oscar-winner, Sandy Dennis.",TSR,1
4682,YAG,"He arrived at the mouth of the bay late the night of April 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'You may fire when ready, Gridley'.",TSR,1
4683,YAG,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",TSR,1
4684,YAG,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",TSR,1
4685,YAG,"Fisher has had one husband, musician Paul Simon (married 1983-divorce 1984).",TSR,1
4686,YAG,She was married to singer Paul Simon but divorced after 12 years.,TSR,1
4687,YAG,"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",TSR,1
4688,YAG,She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.,TSR,1
4689,YAG,"Generally regarded as a member of the moderate New Democrat wing of the Democratic Party, he headed the centrist Democratic Leadership Council in 1990 and 1991.",TSR,1
4690,YAG,"Mary Ford (July 7, 1928-September 30, 1977, original name Iris Colleen Summers) was half of a husband-wife musical duo; the other half being Les Paul.",TSR,1
4691,YAG,"After a stint in the Army where he rose to the rank of corporal, he moved to California for a try at show business.",TSR,1
